PID,AGE,SQ,Nor_AGE,Nor_SQ,Gender,Type
649,23,31,0,0.48,1,0
650,23,21,0,0.32,1,0
651,23,39,0,0.62,1,0
652,23,20,0,0.3,1,0
653,23,27,0,0.42,1,0
654,23,14,0,0.2,1,0
655,23,22,0,0.33,1,0
656,23,10,0,0.13,1,0
657,23,21,0,0.32,1,0
658,23,17,0,0.25,1,0
659,23,10,0,0.13,1,0
660,23,25,0,0.38,1,0
661,23,15,0,0.22,1,0
662,23,13,0,0.18,1,0
663,23,11,0,0.15,1,0
664,23,12,0,0.17,1,0
665,23,15,0,0.22,1,0
666,23,24,0,0.37,1,0
667,23,7,0,0.08,1,0
668,23,21,0,0.32,1,0
669,23,20,0,0.3,1,0
670,23,17,0,0.25,1,0
671,23,16,0,0.23,1,0
672,23,3,0,0.02,1,0
673,23,19,0,0.28,1,0
674,23,16,0,0.23,1,0
675,23,21,0,0.32,1,0
676,23,16,0,0.23,1,0
677,23,21,0,0.32,1,0
678,23,24,0,0.37,1,0
679,23,25,0,0.38,1,0
680,23,19,0,0.28,1,0
681,29,25,0.17,0.38,2,0
682,29,32,0.17,0.5,2,0
683,29,21,0.17,0.32,2,0
684,29,17,0.17,0.25,2,0
685,29,15,0.17,0.22,2,0
686,29,17,0.17,0.25,2,0
687,29,24,0.17,0.37,2,0
688,29,12,0.17,0.17,2,0
689,29,21,0.17,0.32,2,0
690,29,23,0.17,0.35,2,0
691,29,19,0.17,0.28,2,0
692,29,13,0.17,0.18,2,0
693,29,25,0.17,0.38,2,0
694,29,12,0.17,0.17,2,0
695,29,15,0.17,0.22,2,0
696,29,32,0.17,0.5,2,0
697,29,13,0.17,0.18,2,0
698,29,27,0.17,0.42,2,0
699,29,11,0.17,0.15,2,0
700,29,23,0.17,0.35,2,0
701,29,19,0.17,0.28,2,0
702,29,19,0.17,0.28,2,0
703,29,21,0.17,0.32,2,0
704,29,27,0.17,0.42,2,0
705,29,16,0.17,0.23,2,0
706,29,23,0.17,0.35,2,0
707,29,21,0.17,0.32,2,0
708,29,15,0.17,0.22,2,0
709,29,23,0.17,0.35,2,0
710,29,19,0.17,0.28,2,0
711,29,23,0.17,0.35,2,0
712,29,21,0.17,0.32,2,0
713,29,25,0.17,0.38,2,0
714,29,23,0.17,0.35,2,0
715,29,28,0.17,0.43,2,0
716,29,18,0.17,0.27,2,0
717,29,10,0.17,0.13,2,0
718,29,23,0.17,0.35,2,0
719,29,19,0.17,0.28,2,0
720,29,20,0.17,0.3,2,0
721,24,37,0.03,0.58,1,1
722,24,27,0.03,0.42,1,1
723,24,39,0.03,0.62,1,1
724,24,35,0.03,0.55,1,1
725,24,21,0.03,0.32,1,1
726,24,32,0.03,0.5,1,1
727,24,31,0.03,0.48,1,1
728,24,39,0.03,0.62,1,1
729,24,27,0.03,0.42,1,1
730,24,32,0.03,0.5,1,1
731,24,28,0.03,0.43,1,1
732,24,27,0.03,0.42,1,1
733,24,28,0.03,0.43,1,1
734,24,18,0.03,0.27,1,1
735,24,21,0.03,0.32,1,1
736,24,37,0.03,0.58,1,1
737,24,29,0.03,0.45,1,1
738,24,27,0.03,0.42,1,1
739,24,33,0.03,0.52,1,1
740,24,27,0.03,0.42,1,1
741,24,26,0.03,0.4,1,1
742,24,35,0.03,0.55,1,1
743,24,20,0.03,0.3,1,1
744,24,33,0.03,0.52,1,1
745,24,19,0.03,0.28,1,1
746,24,39,0.03,0.62,1,1
747,24,27,0.03,0.42,1,1
748,24,28,0.03,0.43,1,1
749,24,34,0.03,0.53,1,1
750,24,26,0.03,0.4,1,1
751,24,33,0.03,0.52,1,1
752,24,27,0.03,0.42,1,1
753,24,24,0.03,0.37,1,1
754,24,27,0.03,0.42,1,1
755,24,28,0.03,0.43,1,1
756,24,21,0.03,0.32,1,1
757,24,25,0.03,0.38,1,1
758,24,28,0.03,0.43,1,1
759,24,25,0.03,0.38,1,1
760,24,21,0.03,0.32,1,1
761,27,27,0.11,0.42,2,1
762,27,32,0.11,0.5,2,1
763,27,20,0.11,0.3,2,1
764,27,27,0.11,0.42,2,1
765,27,19,0.11,0.28,2,1
766,27,25,0.11,0.38,2,1
767,27,25,0.11,0.38,2,1
768,27,25,0.11,0.38,2,1
769,27,32,0.11,0.5,2,1
770,27,26,0.11,0.4,2,1
771,27,27,0.11,0.42,2,1
772,27,38,0.11,0.6,2,1
773,27,25,0.11,0.38,2,1
774,27,32,0.11,0.5,2,1
775,27,34,0.11,0.53,2,1
776,27,28,0.11,0.43,2,1
777,27,42,0.11,0.67,2,1
778,27,25,0.11,0.38,2,1
779,27,29,0.11,0.45,2,1
780,27,24,0.11,0.37,2,1
781,27,28,0.11,0.43,2,1
782,27,32,0.11,0.5,2,1
783,27,24,0.11,0.37,2,1
784,27,25,0.11,0.38,2,1
785,27,19,0.11,0.28,2,1
786,27,25,0.11,0.38,2,1
787,27,32,0.11,0.5,2,1
788,27,26,0.11,0.4,2,1
789,27,25,0.11,0.38,2,1
790,27,38,0.11,0.6,2,1
791,27,25,0.11,0.38,2,1
792,27,32,0.11,0.5,2,1
793,27,34,0.11,0.53,2,1
794,27,23,0.11,0.35,2,1
795,27,25,0.11,0.38,2,1
796,27,25,0.11,0.38,2,1
797,27,25,0.11,0.38,2,1
798,27,37,0.11,0.58,2,1
799,27,28,0.11,0.43,2,1
800,27,25,0.11,0.38,2,1
801,32,34,0.25,0.53,1,1
802,32,20,0.25,0.3,1,1
803,32,24,0.25,0.37,1,1
804,32,33,0.25,0.52,1,1
805,32,32,0.25,0.5,1,1
806,32,39,0.25,0.62,1,1
807,32,33,0.25,0.52,1,1
808,32,24,0.25,0.37,1,1
809,32,19,0.25,0.28,1,1
810,32,22,0.25,0.33,1,1
811,32,20,0.25,0.3,1,1
812,32,24,0.25,0.37,1,1
813,32,22,0.25,0.33,1,1
814,32,31,0.25,0.48,1,1
815,32,25,0.25,0.38,1,1
816,32,22,0.25,0.33,1,1
817,32,32,0.25,0.5,1,1
818,32,23,0.25,0.35,1,1
819,32,37,0.25,0.58,1,1
820,32,24,0.25,0.37,1,1
821,32,33,0.25,0.52,1,1
822,32,30,0.25,0.47,1,1
823,32,24,0.25,0.37,1,1
824,32,37,0.25,0.58,1,1
825,32,22,0.25,0.33,1,1
826,32,59,0.25,0.95,1,1
827,32,22,0.25,0.33,1,1
828,32,22,0.25,0.33,1,1
829,32,62,0.25,1,1,1
830,32,24,0.25,0.37,1,1
831,32,48,0.25,0.77,1,1
832,32,31,0.25,0.48,1,1
833,32,25,0.25,0.38,1,1
834,32,22,0.25,0.33,1,1
835,32,24,0.25,0.37,1,1
836,32,39,0.25,0.62,1,1
837,32,19,0.25,0.28,1,1
838,32,33,0.25,0.52,1,1
839,32,29,0.25,0.45,1,1
840,32,24,0.25,0.37,1,1
841,35,54,0.33,0.87,2,1
842,35,22,0.33,0.33,2,1
843,35,30,0.33,0.47,2,1
844,35,37,0.33,37,2,1
845,35,59,0.33,0.95,2,1
846,35,22,0.33,0.33,2,1
847,35,19,0.33,0.28,2,1
848,35,30,0.33,0.47,2,1
849,35,22,0.33,0.33,2,1
850,35,29,0.33,0.45,2,1
851,35,22,0.33,0.33,2,1
852,35,24,0.25,0.37,2,1
853,35,30,0.33,0.47,2,1
854,35,21,0.33,0.32,2,1
855,35,29,0.33,0.45,2,1
856,35,29,0.33,0.45,2,1
857,35,24,0.33,0.37,2,1
858,35,54,0.33,0.87,2,1
859,35,22,0.33,0.33,2,1
860,35,29,0.33,0.45,2,1
861,35,31,0.33,0.48,2,1
862,35,25,0.33,0.38,2,1
863,35,22,0.33,0.33,2,1
864,35,32,0.33,0.5,2,1
865,35,29,0.33,0.45,2,1
866,35,24,0.33,0.37,2,1
867,35,54,0.33,0.87,2,1
868,35,22,0.33,0.33,2,1
869,35,30,0.33,0.47,2,1
870,35,46,0.33,0.73,2,1
871,35,37,0.33,37,2,1
872,35,14,0.33,0.2,2,1
873,35,59,0.33,0.95,2,1
874,35,24,0.33,0.37,2,1
875,35,19,0.33,0.28,2,1
876,35,37,0.33,37,2,1
877,35,24,0.33,0.37,2,1
878,35,23,0.33,0.35,2,1
879,35,29,0.33,0.45,2,1
880,35,29,0.33,0.45,2,1
881,37,26,0.39,0.4,1,0
882,37,18,0.39,0.27,1,0
883,37,22,0.39,0.33,1,0
884,37,18,0.39,0.27,1,0
885,37,10,0.39,0.13,1,0
886,37,23,0.39,0.35,1,0
887,37,29,0.39,0.45,1,0
888,37,20,0.39,0.3,1,0
889,37,23,0.39,0.35,1,0
890,37,20,0.39,0.3,1,0
891,37,21,0.39,0.32,1,0
892,37,21,0.39,0.32,1,0
893,37,26,0.39,0.4,1,0
894,37,18,0.39,0.27,1,0
895,37,23,0.39,0.35,1,0
896,37,18,0.39,0.27,1,0
897,37,20,0.39,0.3,1,0
898,37,13,0.39,0.18,1,0
899,37,13,0.39,0.18,1,0
900,37,21,0.39,0.32,1,0
901,37,20,0.39,0.3,1,0
902,37,6,0.39,0.07,1,0
903,37,22,0.39,0.33,1,0
904,37,4,0.39,0.03,1,0
905,37,17,0.39,0.25,1,0
906,37,26,0.39,0.4,1,0
907,37,13,0.39,0.18,1,0
908,37,18,0.39,0.27,1,0
909,37,14,0.39,0.2,1,0
910,37,19,0.39,0.28,1,0
911,37,19,0.39,0.28,1,0
912,37,21,0.39,0.32,1,0
913,37,12,0.39,0.17,1,0
914,37,16,0.39,0.23,1,0
915,37,23,0.39,0.35,1,0
916,37,21,0.39,0.32,1,0
917,37,21,0.39,0.32,1,0
918,37,26,0.39,0.4,1,0
919,37,24,0.39,0.37,1,0
920,37,15,0.39,0.22,1,0
921,34,18,0.31,0.27,2,0
922,34,23,0.31,0.35,2,0
923,34,21,0.31,0.32,2,0
924,34,13,0.31,0.18,2,0
925,34,20,0.31,0.3,2,0
926,34,11,0.31,0.15,2,0
927,34,26,0.31,0.4,2,0
928,34,23,0.31,0.35,2,0
929,34,20,0.31,0.3,2,0
930,34,20,0.31,0.3,2,0
931,34,22,0.31,0.33,2,0
932,34,18,0.31,0.27,2,0
933,34,16,0.31,0.23,2,0
934,34,23,0.31,0.35,2,0
935,34,33,0.31,0.52,2,0
936,34,10,0.31,0.13,2,0
937,34,20,0.31,0.3,2,0
938,34,18,0.31,0.27,2,0
939,34,20,0.31,0.3,2,0
940,34,20,0.31,0.3,2,0
941,34,16,0.31,0.23,2,0
942,34,18,0.31,0.27,2,0
943,34,23,0.31,0.35,2,0
944,34,18,0.31,0.27,2,0
945,34,21,0.31,0.32,2,0
946,34,21,0.31,0.32,2,0
947,34,26,0.31,0.4,2,0
948,34,18,0.31,0.27,2,0
949,34,23,0.31,0.35,2,0
950,34,18,0.31,0.27,2,0
951,34,17,0.31,0.25,2,0
952,34,16,0.31,0.23,2,0
953,34,14,0.31,0.2,2,0
954,34,19,0.31,0.28,2,0
955,34,19,0.31,0.28,2,0
956,34,21,0.31,0.32,2,0
957,34,29,0.31,0.45,2,0
958,34,26,0.31,0.4,2,0
959,34,18,0.31,0.27,2,0
960,34,16,0.31,0.23,2,0
961,41,15,0.5,0.22,2,0
962,41,18,0.5,0.27,2,0
963,41,19,0.5,0.28,2,0
964,41,11,0.5,0.15,2,0
965,41,17,0.5,0.25,2,0
966,41,17,0.5,0.25,2,0
967,41,16,0.5,0.23,2,0
968,41,11,0.5,0.15,2,0
969,41,21,0.5,0.32,2,0
970,41,18,0.5,0.27,2,0
971,41,7,0.5,0.08,2,0
972,41,11,0.5,0.15,2,0
973,41,13,0.5,0.18,2,0
974,41,14,0.5,0.2,2,0
975,41,6,0.5,0.07,2,0
976,41,15,0.5,0.22,2,0
977,41,8,0.5,0.1,2,0
978,41,17,0.5,0.25,2,0
979,41,13,0.5,0.18,2,0
980,41,16,0.5,0.23,2,0
981,41,18,0.5,0.27,2,0
982,41,11,0.5,0.15,2,0
983,41,17,0.5,0.25,2,0
984,41,21,0.5,0.32,2,0
985,41,18,0.5,0.27,2,0
986,41,17,0.5,0.25,2,0
987,41,18,0.5,0.27,2,0
988,41,16,0.5,0.23,2,0
989,41,15,0.5,0.22,2,0
990,41,17,0.5,0.25,2,0
991,41,17,0.5,0.25,2,0
992,41,13,0.5,0.18,2,0
993,41,12,0.5,0.17,2,0
994,41,19,0.5,0.28,2,0
995,41,22,0.5,0.33,2,0
996,41,17,0.5,0.25,2,0
997,41,13,0.5,0.18,2,0
998,41,14,0.5,0.2,2,0
999,41,11,0.5,0.15,2,0
1000,41,21,0.5,0.32,2,0
1001,47,7,0.67,0.08,1,0
1002,47,13,0.67,0.18,1,0
1003,47,19,0.67,0.28,1,0
1004,47,8,0.67,0.1,1,0
1005,47,13,0.67,0.18,1,0
1006,47,13,0.67,0.18,1,0
1007,47,10,0.67,0.13,1,0
1008,47,20,0.67,0.3,1,0
1009,47,18,0.67,0.27,1,0
1010,47,13,0.67,0.18,1,0
1011,47,15,0.67,0.22,1,0
1012,47,23,0.67,0.35,1,0
1013,47,14,0.67,0.2,1,0
1014,47,23,0.67,0.35,1,0
1015,47,14,0.67,0.2,1,0
1016,47,8,0.67,0.1,1,0
1017,47,20,0.67,0.3,1,0
1018,47,13,0.67,0.18,1,0
1019,47,14,0.67,0.2,1,0
1020,47,15,0.67,0.22,1,0
1021,47,14,0.67,0.2,1,0
1022,47,17,0.67,0.25,1,0
1023,47,13,0.67,0.18,1,0
1024,47,8,0.67,0.1,1,0
1025,47,17,0.67,0.25,1,0
1026,47,19,0.67,0.28,1,0
1027,47,18,0.67,0.27,1,0
1028,47,13,0.67,0.18,1,0
1029,47,13,0.67,0.18,1,0
1030,47,8,0.67,0.1,1,0
1031,47,17,0.67,0.25,1,0
1032,47,14,0.67,0.2,1,0
1033,47,20,0.67,0.3,1,0
1034,47,22,0.67,0.33,1,0
1035,47,18,0.67,0.27,1,0
1036,47,17,0.67,0.25,1,0
1037,47,16,0.67,0.23,1,0
1038,47,17,0.67,0.25,1,0
1039,47,13,0.67,0.18,1,0
1040,47,20,0.67,0.3,1,0
1041,41,18,0.5,0.27,1,1
1042,41,17,0.5,0.25,1,1
1043,41,28,0.5,0.43,1,1
1044,41,38,0.5,0.6,1,1
1045,41,31,0.5,0.48,1,1
1046,41,22,0.5,0.33,1,1
1047,41,40,0.5,0.63,1,1
1048,41,20,0.5,0.3,1,1
1049,41,29,0.5,0.45,1,1
1050,41,25,0.5,0.38,1,1
1051,41,26,0.5,0.4,1,1
1052,41,25,0.5,0.38,1,1
1053,41,23,0.5,0.35,1,1
1054,41,20,0.5,0.3,1,1
1055,41,41,0.5,0.65,1,1
1056,41,17,0.5,0.25,1,1
1057,41,22,0.5,0.33,1,1
1058,41,20,0.5,0.3,1,1
1059,41,37,0.5,0.58,1,1
1060,41,20,0.5,0.3,1,1
1061,41,23,0.5,0.35,1,1
1062,41,30,0.5,0.47,1,1
1063,41,22,0.5,0.33,1,1
1064,41,20,0.5,0.3,1,1
1065,41,19,0.5,0.28,1,1
1066,41,22,0.5,0.33,1,1
1067,41,21,0.5,0.32,1,1
1068,41,23,0.5,0.35,1,1
1069,41,17,0.5,0.25,1,1
1070,41,20,0.5,0.3,1,1
1071,41,21,0.5,0.32,1,1
1072,41,23,0.5,0.35,1,1
1073,41,12,0.5,0.17,1,1
1074,41,25,0.5,0.38,1,1
1075,41,20,0.5,0.3,1,1
1076,41,41,0.5,0.65,1,1
1077,41,20,0.5,0.3,1,1
1078,41,20,0.5,0.3,1,1
1079,41,22,0.5,0.33,1,1
1080,41,19,0.5,0.28,1,1
1081,45,21,0.61,0.32,1,1
1082,45,20,0.61,0.3,1,1
1083,45,12,0.61,0.17,1,1
1084,45,27,0.61,0.42,1,1
1085,45,22,0.61,0.33,1,1
1086,45,26,0.61,0.4,1,1
1087,45,32,0.61,0.5,1,1
1088,45,28,0.61,0.43,1,1
1089,45,27,0.61,0.42,1,1
1090,45,20,0.61,0.3,1,1
1091,45,26,0.61,0.4,1,1
1092,45,25,0.61,0.38,1,1
1093,45,23,0.61,0.35,1,1
1094,45,22,0.61,0.33,1,1
1095,45,20,0.61,0.3,1,1
1096,45,19,0.61,0.28,1,1
1097,45,21,0.61,0.32,1,1
1098,45,22,0.61,0.33,1,1
1099,45,24,0.61,0.37,1,1
1100,45,26,0.61,0.4,1,1
1101,45,24,0.61,0.37,1,1
1102,45,32,0.61,0.5,1,1
1103,45,28,0.61,0.43,1,1
1104,45,23,0.61,0.35,1,1
1105,45,19,0.61,0.28,1,1
1106,45,29,0.61,0.45,1,1
1107,45,26,0.61,0.4,1,1
1108,45,23,0.61,0.35,1,1
1109,45,22,0.61,0.33,1,1
1110,45,22,0.61,0.33,1,1
1111,45,19,0.61,0.28,1,1
1112,45,24,0.61,0.37,1,1
1113,45,24,0.61,0.37,1,1
1114,45,19,0.61,0.28,1,1
1115,45,22,0.61,0.33,1,1
1116,45,21,0.61,0.32,1,1
1117,45,29,0.61,0.45,1,1
1118,45,27,0.61,0.42,1,1
1119,45,26,0.61,0.4,1,1
1120,45,17,0.61,0.25,1,1
1121,52,16,0.81,0.23,1,0
1122,52,19,0.81,0.28,1,0
1123,52,12,0.81,0.17,1,0
1124,52,14,0.81,0.2,1,0
1125,52,12,0.81,0.17,1,0
1126,52,15,0.81,0.22,1,0
1127,52,18,0.81,0.27,1,0
1128,52,13,0.81,0.18,1,0
1129,52,14,0.81,0.2,1,0
1130,52,21,0.81,0.32,1,0
1131,52,16,0.81,0.23,1,0
1132,52,15,0.81,0.22,1,0
1133,52,18,0.81,0.27,1,0
1134,52,14,0.81,0.2,1,0
1135,52,13,0.81,0.18,1,0
1136,52,19,0.81,0.28,1,0
1137,52,14,0.81,0.2,1,0
1138,52,12,0.81,0.17,1,0
1139,52,11,0.81,0.15,1,0
1140,52,17,0.81,0.25,1,0
1141,52,15,0.81,0.22,1,0
1142,52,14,0.81,0.2,1,0
1143,52,16,0.81,0.23,1,0
1144,52,21,0.81,0.32,1,0
1145,52,23,0.81,0.35,1,0
1146,52,16,0.81,0.23,1,0
1147,52,15,0.81,0.22,1,0
1148,52,15,0.81,0.22,1,0
1149,52,13,0.81,0.18,1,0
1150,52,14,0.81,0.2,1,0
1151,52,18,0.81,0.27,1,0
1152,52,8,0.81,0.1,1,0
1153,52,13,0.81,0.18,1,0
1154,52,14,0.81,0.2,1,0
1155,52,13,0.81,0.18,1,0
1156,52,15,0.81,0.22,1,0
1157,52,15,0.81,0.22,1,0
1158,52,14,0.81,0.2,1,0
1159,52,13,0.81,0.18,1,0
1160,52,14,0.81,0.2,1,0
1161,50,14,0.75,0.2,1,0
1162,50,14,0.75,0.2,1,0
1163,50,12,0.75,0.17,1,0
1164,50,14,0.75,0.2,1,0
1165,50,12,0.75,0.17,1,0
1166,50,20,0.75,0.3,1,0
1167,50,17,0.75,0.25,1,0
1168,50,27,0.75,0.42,1,0
1169,50,15,0.75,0.22,1,0
1170,50,13,0.75,0.18,1,0
1171,50,9,0.75,0.12,1,0
1172,50,15,0.75,0.22,1,0
1173,50,14,0.75,0.2,1,0
1174,50,15,0.75,0.22,1,0
1175,50,18,0.75,0.27,1,0
1176,50,13,0.75,0.18,1,0
1177,50,15,0.75,0.22,1,0
1178,50,19,0.75,0.28,1,0
1179,50,20,0.75,0.3,1,0
1180,50,23,0.75,0.35,1,0
1181,50,17,0.75,0.25,1,0
1182,50,14,0.75,0.2,1,0
1183,50,27,0.75,0.42,1,0
1184,50,15,0.75,0.22,1,0
1185,50,12,0.75,0.17,1,0
1186,50,15,0.75,0.22,1,0
1187,50,14,0.75,0.2,1,0
1188,50,14,0.75,0.2,1,0
1189,50,14,0.75,0.2,1,0
1190,50,15,0.75,0.22,1,0
1191,50,11,0.75,0.15,1,0
1192,50,19,0.75,0.28,1,0
1193,50,18,0.75,0.27,1,0
1194,50,19,0.75,0.28,1,0
1195,50,17,0.75,0.25,1,0
1196,50,14,0.75,0.2,1,0
1197,50,18,0.75,0.27,1,0
1198,50,14,0.75,0.2,1,0
1199,50,22,0.75,0.33,1,0
1200,50,17,0.75,0.25,1,0
1201,57,21,0.94,0.32,2,1
1202,57,19,0.94,0.28,2,1
1203,57,25,0.94,0.38,2,1
1204,57,24,0.94,0.37,2,1
1205,57,15,0.94,0.22,2,1
1206,57,19,0.94,0.28,2,1
1207,57,18,0.94,0.27,2,1
1208,57,20,0.94,0.3,2,1
1209,57,19,0.94,0.28,2,1
1210,57,21,0.94,0.32,2,1
1211,57,22,0.94,0.33,2,1
1212,57,18,0.94,0.27,2,1
1213,57,23,0.94,0.35,2,1
1214,57,17,0.94,0.25,2,1
1215,57,22,0.94,0.33,2,1
1216,57,18,0.94,0.27,2,1
1217,57,16,0.94,0.23,2,1
1218,57,19,0.94,0.28,2,1
1219,57,18,0.94,0.27,2,1
1220,57,25,0.94,0.38,2,1
1221,57,17,0.94,0.25,2,1
1222,57,21,0.94,0.32,2,1
1223,57,16,0.94,0.23,2,1
1224,57,18,0.39,0.27,2,1
1225,57,24,0.94,0.37,2,1
1226,57,24,0.94,0.37,2,1
1227,57,26,0.94,0.4,2,1
1228,57,30,0.94,0.47,2,1
1229,57,15,0.94,0.22,2,1
1230,57,23,0.94,0.35,2,1
1231,57,18,0.94,0.27,2,1
1232,57,21,0.94,0.32,2,1
1233,57,22,0.94,0.33,2,1
1234,57,36,0.94,0.57,2,1
1235,57,19,0.94,0.28,2,1
1236,57,23,0.94,0.35,2,1
1237,57,18,0.94,0.27,2,1
1238,57,22,0.94,0.33,2,1
1239,57,25,0.94,0.38,2,1
1240,57,17,0.94,0.25,2,1
1241,59,21,1,0.32,1,1
1242,59,25,1,0.38,1,1
1243,59,22,1,0.33,1,1
1244,59,24,1,0.37,1,1
1245,59,18,1,0.27,1,1
1246,59,16,1,0.23,1,1
1247,59,22,1,0.33,1,1
1248,59,25,1,0.38,1,1
1249,59,26,1,0.4,1,1
1250,59,24,1,0.37,1,1
1251,59,20,1,0.3,1,1
1252,59,25,1,0.38,1,1
1253,59,18,1,0.27,1,1
1254,59,23,1,0.35,1,1
1255,59,23,1,0.35,1,1
1256,59,18,1,0.27,1,1
1257,59,22,1,0.33,1,1
1258,59,21,1,0.32,1,1
1259,59,23,1,0.35,1,1
1260,59,21,1,0.32,1,1
1261,59,25,1,0.38,1,1
1262,59,26,1,0.4,1,1
1263,59,18,1,0.27,1,1
1264,59,22,1,0.33,1,1
1265,59,23,1,0.35,1,1
1266,59,24,1,0.37,1,1
1267,59,21,1,0.32,1,1
1268,59,22,1,0.33,1,1
1269,59,18,1,0.27,1,1
1270,59,23,1,0.35,1,1
1271,59,26,1,0.4,1,1
1272,59,18,1,0.27,1,1
1273,59,23,1,0.35,1,1
1274,59,18,1,0.27,1,1
1275,59,25,1,0.38,1,1
1276,59,24,1,0.37,1,1
1277,59,25,1,0.38,1,1
1278,59,18,1,0.27,1,1
1279,59,22,1,0.33,1,1
1280,59,18,1,0.27,1,1
